"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"777","Q9QXB9","ENSMUSG00000020537","777.1.1","DRG2","ENSG00000108591","developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]"
"778","E9Q1P8","ENSMUSG00000051495","778.1.1","IRF2BP2","ENSG00000168264","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]"
"779","O08605","N/A","779.1.1","N/A","N/A","N/A"
"780","O54784","ENSMUSG00000034974","780.1.1","DAPK3","ENSG00000167657","death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]"
"781","P15105","ENSMUSG00000026473","781.1.1","GLUL","ENSG00000135821","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]"
"782","P59325","ENSMUSG00000021282","782.1.1","EIF5","ENSG00000100664","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]"
"783","P61514","ENSMUSG00000046330","783.1.1","RPL37A","ENSG00000197756","ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]"
"784","P67778","ENSMUSG00000038845","784.1.1","PHB","ENSG00000167085","prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]"
"785","Q60596","ENSMUSG00000051768","785.1.1","XRCC1","ENSG00000073050","X-ray repair cross complementing 1 [Source:HGNC Symbol;Acc:HGNC:12828]"
"786","Q62422","ENSMUSG00000024725","786.1.1","OSTF1","ENSG00000134996","osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]"
"787","Q810U5","ENSMUSG00000038127","787.1.1","CCDC50","ENSG00000152492","coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]"
"788","Q8BIH0","ENSMUSG00000024260","788.1.1","SAP130","ENSG00000136715","Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]"
"789","Q8BMG7","N/A","789.1.1","N/A","N/A","N/A"
"790","Q8BWT5","ENSMUSG00000020231","790.1.1","DIP2A","ENSG00000160305","disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217]"
"791","Q8VDG3","N/A","791.1.1","N/A","N/A","N/A"
"792","Q9WVM1","ENSMUSG00000023015","792.1.1","RACGAP1","ENSG00000161800","Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]"
"793","Q9DB42","ENSMUSG00000028840","793.1.1","ZNF593","ENSG00000142684","zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]"
"794","O08746","ENSMUSG00000022324","794.1.1","MATN2","ENSG00000132561","matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]"
"795","Q80TR8","ENSMUSG00000040325","795.1.1","DCAF1","ENSG00000145041","DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]"
"796","O70325","ENSMUSG00000075706","796.1.1","GPX4","ENSG00000167468","glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]"
"797","P38647","ENSMUSG00000024359","797.1.1","HSPA9","ENSG00000113013","heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]"
"798","P58059","ENSMUSG00000054312","798.1.1","MRPS21","ENSG00000266472","mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]"
"799","P97927","ENSMUSG00000019846","799.1.1","LAMA4","ENSG00000112769","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]"
"800","Q60790","ENSMUSG00000031453","800.1.1","RASA3","ENSG00000185989","RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]"
"801","Q64331","N/A","801.1.1","N/A","N/A","N/A"
"802","Q66T02","ENSMUSG00000039713","802.1.1","PLEKHG5","ENSG00000171680","pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]"
"803","Q6DFV5-3","ENSMUSG00000020721","803.1.1","HELZ","ENSG00000198265","helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]"
"804","Q8C1B1","ENSMUSG00000041570","804.1.1","CAMSAP2","ENSG00000118200","calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]"
"805","Q9QZQ1-2","ENSMUSG00000068036","805.1.1","AFDN","ENSG00000130396","afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"
"806","Q9WUV0","ENSMUSG00000029012","806.1.1","ORC5","ENSG00000164815","origin recognition complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:8491]"
"807","O08663","ENSMUSG00000036112","807.1.1","METAP2","ENSG00000111142","methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]"
"808","Q9Z2C4","ENSMUSG00000015214","808.1.1","MTMR1","ENSG00000063601","myotubularin related protein 1 [Source:HGNC Symbol;Acc:HGNC:7449]"
"809","P14824","ENSMUSG00000018340","809.1.1","ANXA6","ENSG00000197043","annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]"
"810","Q3UG20","ENSMUSG00000029004","810.1.1","KMT2E","ENSG00000005483","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]"
"811","Q61543","ENSMUSG00000003316","811.1.1","GLG1","ENSG00000090863","golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]"
"812","P26638","ENSMUSG00000068739","812.1.1","SARS1","ENSG00000031698","seryl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:10537]"
"813","P29037","ENSMUSG00000014767","813.1.1","TBP","ENSG00000112592","TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588]"
"814","P61969","ENSMUSG00000028266","814.1.1","LMO4","ENSG00000143013","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]"
"815","Q6DFW4","ENSMUSG00000026020","815.1.1","NOP58","ENSG00000055044","NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]"
"816","Q9CZX0","ENSMUSG00000022031","816.1.1","ELP3","ENSG00000134014","elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696]"
"817","D3YYU8","N/A","817.1.1","N/A","N/A","N/A"
"818","Q76MZ3","ENSMUSG00000007564","818.1.1","PPP2R1A","ENSG00000105568","protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]"
"819","Q921Y0","ENSMUSG00000043131","819.1.1","MOB1A","ENSG00000114978","MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]"
"820","Q9D483","ENSMUSG00000028099","820.1.1","POLR3C","ENSG00000186141","RNA polymerase III subunit C [Source:HGNC Symbol;Acc:HGNC:30076]"
"821","P00493","ENSMUSG00000025630","821.1.1","HPRT1","ENSG00000165704","hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]"
"822","Q8R3S6","ENSMUSG00000036435","822.1.1","EXOC1","ENSG00000090989","exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]"
"823","P19096","ENSMUSG00000025153","823.1.1","FASN","ENSG00000169710","fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]"
"824","P49717","ENSMUSG00000022673","824.1.1","MCM4","ENSG00000104738","minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]"
"825","Q6ZWQ0","ENSMUSG00000063450","825.1.1","SYNE2","ENSG00000054654","spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]"
"826","Q91YU6","ENSMUSG00000035342","826.1.1","LZTS2","ENSG00000107816","leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]"
"827","Q99KH8","ENSMUSG00000063410","827.1.1","STK24","ENSG00000102572","serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]"
"828","Q02257","ENSMUSG00000001552","828.1.1","JUP","ENSG00000173801","junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]"
"829","Q8C878","ENSMUSG00000030061","829.1.1","UBA3","ENSG00000144744","ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]"
"830","Q91YP2","ENSMUSG00000021710","830.1.1","NLN","ENSG00000123213","neurolysin [Source:HGNC Symbol;Acc:HGNC:16058]"
"831","D0QMC3","ENSMUSG00000090272","831.1.1","PYHIN1","ENSG00000163564","pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]"
"831","D0QMC3","ENSMUSG00000090272","831.1.2","IFI16","ENSG00000163565","interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]"
"832","P11983","ENSMUSG00000068039","832.1.1","TCP1","ENSG00000120438","t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]"
"833","P63073","ENSMUSG00000028156","833.1.1","EIF4E","ENSG00000151247","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]"
"834","P97377","ENSMUSG00000025358","834.1.1","CDK2","ENSG00000123374","cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]"
"835","Q04207","ENSMUSG00000024927","835.1.1","RELA","ENSG00000173039","RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]"
"836","Q68FL6","ENSMUSG00000040354","836.1.1","MARS1","ENSG00000166986","methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]"
"837","Q8BJL0","ENSMUSG00000039354","837.1.1","SMARCAL1","ENSG00000138375","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]"
"838","Q8BU30","ENSMUSG00000037851","838.1.1","IARS1","ENSG00000196305","isoleucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:5330]"
"839","Q8K409","ENSMUSG00000031536","839.1.1","POLB","ENSG00000070501","DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]"
"840","Q99K43","ENSMUSG00000038943","840.1.1","PRC1","ENSG00000198901","protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]"
"841","Q99KW3-1","N/A","841.1.1","N/A","N/A","N/A"
"842","Q9D6X6","ENSMUSG00000039405","842.1.1","PRSS23","ENSG00000150687","serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]"
"843","Q9DCJ1","ENSMUSG00000024142","843.1.1","MLST8","ENSG00000167965","MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]"
"844","Q9QYJ0","ENSMUSG00000031701","844.1.1","DNAJA2","ENSG00000069345","DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]"
"845","O09167","N/A","845.1.1","N/A","N/A","N/A"
"846","P05202","ENSMUSG00000031672","846.1.1","GOT2","ENSG00000125166","glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]"
"847","P40124","ENSMUSG00000028656","847.1.1","CAP1","ENSG00000131236","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]"
"848","P59383","ENSMUSG00000043110","848.1.1","LRRN4","ENSG00000125872","leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]"
"849","Q62392","ENSMUSG00000020205","849.1.1","PHLDA1","ENSG00000139289","pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]"
"850","Q64512","N/A","850.1.1","N/A","N/A","N/A"
"851","Q69Z37","N/A","851.1.1","N/A","N/A","N/A"
"852","Q6P8X1","ENSMUSG00000005656","852.1.1","SNX6","ENSG00000129515","sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970]"
"853","Q80TH2","ENSMUSG00000021709","853.1.1","ERBIN","ENSG00000112851","erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]"
"854","Q8CDN6","ENSMUSG00000024583","854.1.1","TXNL1","ENSG00000091164","thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]"
"855","Q8QZY1","ENSMUSG00000033047","855.1.1","EIF3L","ENSG00000100129","eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]"
"856","Q9DBU3","ENSMUSG00000024404","856.1.1","RIOK3","ENSG00000101782","RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]"
"857","Q9JLB0-2","ENSMUSG00000038388","857.1.1","PALS2","ENSG00000105926","protein associated with LIN7 2, MAGUK family member [Source:HGNC Symbol;Acc:HGNC:18167]"
"858","Q9JMG1","ENSMUSG00000015092","858.1.1","EDF1","ENSG00000107223","endothelial differentiation related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164]"
"859","Q6P5B0","ENSMUSG00000035049","859.1.1","RRP12","ENSG00000052749","ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]"
"860","Q80SW1","ENSMUSG00000027893","860.1.1","AHCYL1","ENSG00000168710","adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]"
"861","Q8VD12","ENSMUSG00000000552","861.1.1","ZNF385A","ENSG00000161642","zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]"
"862","Q8CG47","ENSMUSG00000034349","862.1.1","SMC4","ENSG00000113810","structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]"
"863","P26231","ENSMUSG00000037815","863.1.1","CTNNA1","ENSG00000044115","catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]"
"864","P58854","ENSMUSG00000000759","864.1.1","TUBGCP3","ENSG00000126216","tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]"
"865","Q3ULW8","ENSMUSG00000023249","865.1.1","PARP3","ENSG00000041880","poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273]"
"866","Q9CZD3","ENSMUSG00000029777","866.1.1","GARS1","ENSG00000106105","glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162]"
"867","G3X9G7-2","ENSMUSG00000057982","867.1.1","N/A","N/A","N/A"
"868","P13864","ENSMUSG00000004099","868.1.1","DNMT1","ENSG00000130816","DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]"
"869","P27612","ENSMUSG00000028577","869.1.1","PLAA","ENSG00000137055","phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]"
"870","P49025","N/A","870.1.1","N/A","N/A","N/A"
"871","P54071","ENSMUSG00000030541","871.1.1","IDH2","ENSG00000182054","isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]"
"872","P57746","ENSMUSG00000021114","872.1.1","ATP6V1D","ENSG00000100554","ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]"
"873","P59470","ENSMUSG00000034453","873.1.1","POLR3B","ENSG00000013503","RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]"
"874","P62962","ENSMUSG00000018293","874.1.1","PFN1","ENSG00000108518","profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]"
"875","Q00493","ENSMUSG00000037852","875.1.1","CPE","ENSG00000109472","carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]"
"876","Q3B7Z2","ENSMUSG00000024687","876.1.1","OSBP","ENSG00000110048","oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]"
"877","Q3UPL0","ENSMUSG00000035325","877.1.1","SEC31A","ENSG00000138674","SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]"
"878","Q3USH5","ENSMUSG00000029439","878.1.1","SFSWAP","ENSG00000061936","splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]"
"879","Q62141","ENSMUSG00000031622","879.1.1","SIN3B","ENSG00000127511","SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]"
"880","Q8CE46","ENSMUSG00000033356","880.1.1","PUS7L","ENSG00000129317","pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]"
"881","Q8K0S9","ENSMUSG00000021113","881.1.1","SNAPC1","ENSG00000023608","small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]"
"882","Q8K245","ENSMUSG00000035354","882.1.1","UVRAG","ENSG00000198382","UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]"
"883","Q8K298","ENSMUSG00000036777","883.1.1","ANLN","ENSG00000011426","anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]"
"884","Q8VDN2","ENSMUSG00000033161","884.1.1","ATP1A1","ENSG00000163399","ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]"
"885","Q91W96","ENSMUSG00000029176","885.1.1","ANAPC4","ENSG00000053900","anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]"
"886","Q920Q8","ENSMUSG00000023150","886.1.1","IVNS1ABP","ENSG00000116679","influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]"
"887","Q9DBY8","ENSMUSG00000026516","887.1.1","NVL","ENSG00000143748","nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]"
"888","Q9R269","N/A","888.1.1","N/A","N/A","N/A"
"889","Q9Z204-2","ENSMUSG00000060373","889.1.1","HNRNPC","ENSG00000092199","heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol;Acc:HGNC:5035]"
"889","Q9Z204-2","ENSMUSG00000060373","889.1.2","HNRNPCL1","ENSG00000179172","heterogeneous nuclear ribonucleoprotein C like 1 [Source:HGNC Symbol;Acc:HGNC:29295]"
"889","Q9Z204-2","ENSMUSG00000060373","889.1.3","HNRNPCL4","ENSG00000179412","heterogeneous nuclear ribonucleoprotein C like 4 [Source:HGNC Symbol;Acc:HGNC:51333]"
"889","Q9Z204-2","ENSMUSG00000060373","889.1.4","HNRNPCL2","ENSG00000275774","heterogeneous nuclear ribonucleoprotein C like 2 [Source:HGNC Symbol;Acc:HGNC:48813]"
"889","Q9Z204-2","ENSMUSG00000060373","889.1.5","HNRNPCL3","ENSG00000277058","heterogeneous nuclear ribonucleoprotein C like 3 [Source:HGNC Symbol;Acc:HGNC:51235]"
"890","O89032","ENSMUSG00000053617","890.1.1","SH3PXD2A","ENSG00000107957","SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]"
"891","Q8VE19","ENSMUSG00000042447","891.1.1","MIOS","ENSG00000164654","meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]"
"892","P35700","ENSMUSG00000028691","892.1.1","PRDX1","ENSG00000117450","peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]"
"893","Q04690","ENSMUSG00000020716","893.1.1","NF1","ENSG00000196712","neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]"
"894","Q3U962","ENSMUSG00000026042","894.1.1","COL5A2","ENSG00000204262","collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]"
"895","Q8BP48","ENSMUSG00000005813","895.1.1","METAP1","ENSG00000164024","methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]"
"896","Q8CG48","ENSMUSG00000028312","896.1.1","SMC2","ENSG00000136824","structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]"
"897","Q922B2","ENSMUSG00000026356","897.1.1","DARS1","ENSG00000115866","aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]"
"898","Q9CQ62","ENSMUSG00000028223","898.1.1","DECR1","ENSG00000104325","2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]"
"899","Q9CXF4","ENSMUSG00000020130","899.1.1","TBC1D15","ENSG00000121749","TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]"
"900","Q9DBZ9","N/A","900.1.1","N/A","N/A","N/A"
"901","P43276","ENSMUSG00000058773","901.1.1","H1-5","ENSG00000184357","H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]"
"902","P60122","ENSMUSG00000030079","902.1.1","RUVBL1","ENSG00000175792","RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]"
"903","P62915","ENSMUSG00000028271","903.1.1","GTF2B","ENSG00000137947","general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]"
"904","P99029-2","N/A","904.1.1","N/A","N/A","N/A"
"905","Q68FG3","ENSMUSG00000049516","905.1.1","SPTY2D1","ENSG00000179119","SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]"
"906","Q80X95","ENSMUSG00000070934","906.1.1","RRAGA","ENSG00000155876","Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]"
"907","Q8BYB9","ENSMUSG00000034064","907.1.1","POGLUT1","ENSG00000163389","protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]"
"908","Q8JZS9","N/A","908.1.1","N/A","N/A","N/A"
"909","Q9EQG3","ENSMUSG00000022123","909.1.1","SCEL","ENSG00000136155","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]"
"910","Q9JHC9","ENSMUSG00000037174","910.1.1","ELF2","ENSG00000109381","E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317]"
"911","Q9Z1N5","ENSMUSG00000019432","911.1.1","DDX39B","ENSG00000198563","DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]"
"912","Q8R0F6","ENSMUSG00000026309","912.1.1","ILKAP","ENSG00000132323","ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]"
"913","Q3TBW2","ENSMUSG00000001445","913.1.1","MRPL10","ENSG00000159111","mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]"
"914","Q9CYZ2","ENSMUSG00000000827","914.1.1","TPD52L2","ENSG00000101150","TPD52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]"
"915","Q9D824","ENSMUSG00000029227","915.1.1","N/A","N/A","N/A"
"916","Q8VHK9","ENSMUSG00000027770","916.1.1","DHX36","ENSG00000174953","DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]"
"917","Q91VK4","ENSMUSG00000026223","917.1.1","ITM2C","ENSG00000135916","integral membrane protein 2C [Source:HGNC Symbol;Acc:HGNC:6175]"
"918","Q91YM2","ENSMUSG00000058230","918.1.1","ARHGAP35","ENSG00000160007","Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]"
"919","Q9WV91","ENSMUSG00000027864","919.1.1","PTGFRN","ENSG00000134247","prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]"
"920","P14148","ENSMUSG00000043716","920.1.1","RPL7","ENSG00000147604","ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]"
"921","Q8BYK6","ENSMUSG00000047213","921.1.1","YTHDF3","ENSG00000185728","YTH N6-methyladenosine RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:26465]"
"922","Q9R0Q7","ENSMUSG00000071072","922.1.1","PTGES3","ENSG00000110958","prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]"
"923","Q9Z1Z0","ENSMUSG00000029407","923.1.1","USO1","ENSG00000138768","USO1 vesicle transport factor [Source:HGNC Symbol;Acc:HGNC:30904]"
"924","O70583","ENSMUSG00000035299","924.1.1","MID1","ENSG00000101871","midline 1 [Source:HGNC Symbol;Acc:HGNC:7095]"
"925","Q60855","ENSMUSG00000021408","925.1.1","RIPK1","ENSG00000137275","receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]"
"926","Q60972","ENSMUSG00000057236","926.1.1","RBBP4","ENSG00000162521","RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]"
"927","Q8BFR5","ENSMUSG00000073838","927.1.1","TUFM","ENSG00000178952","Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]"
"928","Q8BHB4","ENSMUSG00000033285","928.1.1","WDR3","ENSG00000065183","WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]"
"929","Q8BJZ4","N/A","929.1.1","N/A","N/A","N/A"
"930","Q8JZK9","ENSMUSG00000093930","930.1.1","HMGCS1","ENSG00000112972","3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]"
"931","Q9D945","ENSMUSG00000020224","931.1.1","LLPH","ENSG00000139233","LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]"
"932","Q9EPC1","ENSMUSG00000030770","932.1.1","PARVA","ENSG00000197702","parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]"
